Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
46	0.5580961	0.01285742	0.58201975	0.53722495	49.975	0.26217392	0.13871218	0.49792635	-0.06302695	188000	7.629395e-09	0.00090335583	-0.0062132613	-0.00058354915	0.41576663	0.010264717	0.10175	79.0	227.2381842136383
47	0.51402676	0.012383455	0.53852886	0.49447706	49.95	0.24098031	0.12864631	0.45742676	-0.076463304	192000	-1.180172e-08	0.0007919045	-0.006888066	-0.00048251008	0.41358873	0.005886333	0.11225	79.0	232.26187705993652
48	0.47380686	0.012139094	0.49362722	0.42233562	49.9625	0.22171317	0.119772375	1.0676078	-0.08865655	196000	3.3378602e-09	0.00084215804	-0.008901928	-0.00042147833	0.40633646	0.009418914	0.1025	79.0	236.96186423301697
49	0.43791467	0.0101274615	0.45671302	0.4203807	50.0	0.20461415	0.10961759	0.38573712	-0.043059424	200000	-7.772446e-08	0.00059505727	-0.0065050926	-0.000350078	0.42435828	0.009073246	0.07975	79.0	241.61656498908997
50	0.40395832	0.009665667	0.42079353	0.37629467	49.95	0.18847427	0.1024942	0.35568756	-0.103431925	204000	2.5749207e-08	0.00052178284	-0.0055388273	-0.00029042255	0.4200462	0.0057548136	0.047	79.0	246.33746814727783
51	0.37298596	0.00865181	0.38974732	0.3588945	50.012657	0.17462814	0.09380446	0.3281381	-0.027745958	208000	4.7445297e-08	0.0004758476	-0.0032914632	-0.0002662571	0.4190229	0.006581965	0.0555	79.0	250.99245500564575
52	0.34442586	0.008081954	0.35884133	0.32703722	50.0	0.16083951	0.087593704	0.3021534	-0.040016312	212000	4.172325e-08	0.000423813	-0.005189525	-0.00022995997	0.39201438	0.006411053	0.059	79.0	255.65656805038452
53	0.31776345	0.0073586213	0.3305214	0.30346298	50.0	0.14878187	0.08034931	0.27847672	-0.027100954	216000	-1.525879e-08	0.00035914418	-0.0040003927	-0.00019091327	0.4092979	0.0067399302	0.056	79.0	260.3370130062103
54	0.29316807	0.007165981	0.30511507	0.26897636	49.975	0.13742445	0.07489711	0.25956947	-0.03900351	220000	3.8146972e-08	0.00032850556	-0.006478579	-0.00017378252	0.4105503	0.0079908585	0.0755	79.0	265.03171491622925
55	0.27101105	0.0063784267	0.28283533	0.25996882	50.0	0.12668899	0.06950756	0.23664942	-0.025254156	224000	2.0980835e-08	0.0002953292	-0.0056982758	-0.00015156016	0.38497233	0.007524184	0.03125	79.0	269.7523832321167
56	0.25003687	0.0059713596	0.26156116	0.2404812	50.0	0.11694025	0.06396768	0.21829784	-0.011572126	228000	-6.186962e-08	0.0002589744	-0.0026485312	-0.0001271046	0.36928526	0.007498545	0.03075	79.0	274.43395805358887
57	0.23096366	0.005555567	0.24060032	0.21639909	49.9625	0.10813562	0.05936473	0.20701395	-0.04586875	232000	-3.3378602e-09	0.00022950699	-0.0046180445	-0.00010903836	0.35235876	0.007949953	0.05625	79.0	279.50968408584595
58	0.212948	0.0051428596	0.22288544	0.20366174	50.0	0.09970662	0.05492971	0.1875352	-0.001867719	236000	-5.853176e-08	0.00020230649	-0.0034824498	-9.524131e-05	0.36539033	0.005252056	0.065	79.0	284.33352994918823
59	0.19670646	0.004621516	0.20517468	0.187437	49.975	0.09233309	0.050522227	0.17342111	-0.0031303503	240000	-1.4185906e-08	0.00018201685	-0.004523309	-8.317261e-05	0.3559488	0.0092582945	0.0725	79.0	289.3692190647125
60	0.1811956	0.004360157	0.18919018	0.17160454	49.925	0.085330695	0.04694112	0.16086231	0.0016805343	244000	-1.5854836e-08	0.00017067898	-0.003760334	-7.5844866e-05	0.34638923	0.0049064346	0.05825	79.0	294.09772419929504
61	0.16739677	0.0038707454	0.17426814	0.16053736	50.0	0.078333125	0.042886063	0.1483832	0.008890931	248000	3.6358834e-08	0.00013980988	-0.0050423066	-5.748772e-05	0.35696548	0.007136791	0.04825	79.0	298.9895021915436
62	0.15451583	0.0035548997	0.16147378	0.14753263	49.9	0.07316559	0.03930614	0.13758355	0.008575477	252000	8.392334e-08	0.00012662301	-0.0032440147	-5.6470584e-05	0.3514075	0.0065383324	0.0535	79.0	351.0153241157532
63	0.14241712	0.0033789827	0.14846298	0.13617331	49.8625	0.06723448	0.036597848	0.12734675	0.009582005	256000	3.385544e-08	0.0001093154	-0.0020474903	-4.8099086e-05	0.33140808	0.0046786736	0.03325	79.0	356.1516351699829
64	0.13124475	0.0030152341	0.13687402	0.12505522	49.8125	0.06197585	0.033707652	0.11761977	0.00900365	260000	-9.417534e-09	9.3996445e-05	-0.0025414473	-4.073088e-05	0.31988403	0.0076617585	0.06	79.0	360.9096009731293
65	0.12116785	0.0028673464	0.12639031	0.115027845	49.85	0.057063356	0.031109836	0.10867197	0.008488901	264000	-2.1636486e-08	7.949742e-05	-0.002269417	-3.3888944e-05	0.30183575	0.0030019358	0.02875	79.0	365.82844519615173
66	0.11148296	0.0026143952	0.11625335	0.10659236	49.7125	0.052823655	0.028566016	0.10042165	0.00798149	268000	3.0994416e-09	7.127881e-05	-0.00277543	-3.161136e-05	0.2829877	0.006487105	0.05	79.0	370.4797532558441
67	0.10276675	0.0025691981	0.1075693	0.09794425	49.6875	0.048505966	0.026231736	0.09656027	0.0073316395	272000	2.3961068e-08	5.944931e-05	-0.0041222386	-2.5491103e-05	0.2772778	0.009541004	0.0555	79.0	375.15896010398865
68	0.09501436	0.002219501	0.098930806	0.090853035	49.8875	0.04419064	0.02463376	0.085399196	0.0053556412	276000	5.9604643e-10	4.651774e-05	-0.0030103875	-1.91161e-05	0.26525825	0.0049683135	0.06825	79.0	379.4874939918518
69	0.0874478	0.002137967	0.09113464	0.083229624	49.7625	0.0413498	0.022275357	0.07885694	0.006396942	280000	2.9444694e-08	4.182754e-05	-0.0023795983	-1.8460189e-05	0.27019387	0.0057180375	0.01975	79.0	384.12813997268677
70	0.080540985	0.0019646995	0.08426883	0.076684155	49.775	0.037884276	0.02064544	0.087096944	0.0053771622	284000	-3.5762786e-09	3.688399e-05	-0.0041237124	-1.5352258e-05	0.27706388	0.008511844	0.02725	79.0	388.8296220302582
71	0.074342355	0.0018102508	0.077699296	0.07081321	49.775	0.035022516	0.018771451	0.08321673	0.005339384	288000	-5.3644182e-09	2.892003e-05	-0.0037725389	-1.2437964e-05	0.29013267	0.007232848	0.029	79.0	393.49962615966797
72	0.06855135	0.0016965903	0.07169274	0.06520681	49.7	0.032463145	0.017213598	0.061648455	0.003563162	292000	2.2411346e-08	2.4465937e-05	-0.0014801669	-1.1277954e-05	0.28183752	0.005408232	0.048	79.0	2312.3802778720856
73	0.06325442	0.0016233259	0.06602975	0.058707137	49.7625	0.029759394	0.016031826	0.076493725	0.0028367154	296000	-2.5749207e-08	2.0059577e-05	-0.0022731768	-9.054405e-06	0.27458838	0.004074033	0.0305	79.0	2317.1292641162872
74	0.058197536	0.0015220697	0.060973138	0.055396274	49.5625	0.027687976	0.014619037	0.05239823	0.0015483461	300000	5.7041646e-08	1.7448707e-05	-0.0024719585	-8.336952e-06	0.26586902	0.0042874776	0.01325	79.0	2321.821550130844
75	0.0536849	0.0012678122	0.056113824	0.05126717	49.65	0.025311057	0.013637345	0.070695445	0.000711482	304000	1.4066696e-08	1.3970622e-05	-0.0023174265	-6.73469e-06	0.26973125	0.005158144	0.04125	79.0	4555.49129319191
76	0.049366884	0.0014320386	0.051722128	0.04546357	49.5875	0.023283307	0.01275221	0.06809619	-0.063099146	308000	2.8133393e-08	1.5160634e-05	-0.0076773795	-6.980311e-06	0.2767333	0.008043886	0.05875	79.0	4561.754595041275
77	0.04568843	0.0011262554	0.047917042	0.041986708	49.775	0.021411564	0.011302023	0.06507313	0.0041770376	312000	2.2411346e-08	9.866517e-06	-0.0028765423	-4.364487e-06	0.26143262	0.0039767483	0.03	79.0	4578.418621063232
78	0.042215846	0.0010992222	0.044099525	0.039133143	49.8375	0.019804595	0.010609762	0.06276458	0.0008601472	316000	-4.172325e-09	7.756e-06	-0.002172486	-3.7331852e-06	0.25353774	0.003903034	0.032	79.0	4595.590445995331
79	0.038947534	0.00095515524	0.040677615	0.03719741	49.825	0.018327106	0.009765894	0.034360632	-0.0014593452	320000	-3.671646e-08	6.116177e-06	-0.0021293084	-3.160665e-06	0.25802138	0.0029957748	0.012	79.0	7282.636659145355
80	0.035771705	0.00086855545	0.037559513	0.034103084	49.6625	0.016974056	0.0090182945	0.0590698	-0.0013990812	324000	3.2663344e-08	6.1217397e-06	-0.0029589827	-3.0372694e-06	0.2493005	0.0026278002	0.0285	79.0	7287.729686021805
81	0.033056717	0.0007707507	0.0345076	0.031521346	49.675	0.015571657	0.008226375	0.028928693	-0.0019979216	328000	1.9311905e-08	4.120164e-06	-0.004698155	-2.1748324e-06	0.23025149	0.008036437	0.042	79.0	7296.5193519592285
82	0.030418837	0.0007543591	0.03189168	0.029141696	49.6375	0.014398708	0.0076463143	0.05542844	-0.0015194155	332000	-3.242493e-08	4.2602464e-06	-0.00430786	-2.018376e-06	0.24458155	0.008595602	0.04875	79.0	7312.586612939835
83	0.027865827	0.0009821245	0.029409625	0.025091978	49.8875	0.012894931	0.0076411273	0.05363229	-0.002968192	336000	-1.1205673e-08	1.1510686e-05	-0.008793418	-2.3021394e-06	0.24941766	0.0075647337	0.04225	79.0	7327.427529096603
84	0.02567922	0.00076165516	0.027144264	0.022978948	49.6875	0.012314249	0.006715871	0.05142563	-0.002772309	340000	-7.629395e-09	7.5908274e-06	-0.0036836986	-2.0122898e-06	0.2348896	0.0053231698	0.0365	79.0	9230.432600021362
85	0.023827542	0.000679299	0.024984641	0.022022137	49.8625	0.011195874	0.0059975106	0.04892272	-0.0018606149	344000	-4.7683715e-09	4.024873e-06	-0.00847307	-1.053902e-06	0.24403745	0.0064737382	0.06275	79.0	9235.089418888092
86	0.021869872	0.00076888606	0.023058012	0.019289246	49.8125	0.010097486	0.005936159	0.046976432	-0.004379466	348000	-1.2397766e-08	7.4595755e-06	-0.006317584	-1.0770395e-06	0.24089225	0.0016210694	0.022	79.0	9242.320853948593
87	0.020166054	0.000620982	0.021224717	0.017938076	49.6125	0.009706879	0.0052581653	0.045543026	-0.004259724	352000	6.9141386e-09	4.6239197e-06	-0.005541035	-1.179455e-06	0.24829677	0.006279665	0.0345	79.0	9252.944784164429
88	0.01851646	0.00077045115	0.019646645	0.015075527	49.8125	0.008517664	0.0055218204	0.0736722	-0.01978729	356000	1.2397766e-08	1.0697021e-05	-0.005120841	-1.589503e-06	0.2562686	0.002862848	0.0275	79.0	9264.488637208939
89	0.017179757	0.00054559676	0.018039864	0.014716745	49.6375	0.008244671	0.0045320974	0.04224731	-0.019951299	360000	-1.5735626e-08	4.1368903e-06	-0.008460304	-7.800352e-07	0.25219694	0.0066472585	0.04425	79.0	9276.16913819313
90	0.015906328	0.00039900333	0.016626323	0.014786584	49.6875	0.007495989	0.0042492426	0.040942572	-0.056001462	364000	6.556511e-09	3.2320772e-06	-0.0049504223	-2.1577398e-06	0.26388216	0.009941994	0.05425	79.0	9288.172351837158
91	0.014618042	0.00047924183	0.015327516	0.012927312	49.75	0.0067842905	0.0039929575	0.03954358	-0.006626148	368000	-6.6757204e-09	3.9490587e-06	-0.005549061	-4.4286753e-07	0.28141716	0.00844064	0.03275	79.0	9301.840984106064
92	0.013534075	0.0003996877	0.014180639	0.011398108	49.8	0.0063745813	0.0034891493	0.038402386	-0.02288162	372000	2.2649764e-09	2.4634235e-06	-0.007938778	-4.0106897e-07	0.27029327	0.0046656164	0.0415	79.0	9315.695057153702
93	0.012484668	0.00031348655	0.013043783	0.01190555	49.6375	0.005965604	0.0030514803	0.010728363	-0.00036805496	376000	-3.3974647e-08	6.274277e-07	-0.0037792854	-3.8244144e-07	0.27143005	0.0049157343	0.0505	79.0	9328.994400024414
94	0.011533883	0.00029032733	0.0120479595	0.010845152	49.775	0.0054152505	0.0028786615	0.03744344	-0.001224298	380000	4.1246413e-08	6.516553e-07	-0.0064180144	-2.2229591e-07	0.26475942	0.010050245	0.06075	79.0	9340.972454071045
95	0.010633934	0.0003084029	0.011104085	0.009424361	49.85	0.0049716895	0.0027440714	0.036854133	-0.008067384	384000	-2.360344e-08	1.1381647e-06	-0.0054559777	-1.7587865e-07	0.2619055	0.0050680926	0.0255	79.0	9352.953238010406
96	0.009832583	0.00023111053	0.010246049	0.009421902	49.8875	0.0046471483	0.002423751	0.008430276	-0.0009993427	388000	-1.9550324e-08	3.3359228e-07	-0.0073147644	-1.8971335e-07	0.24406666	0.13972159	0.09075	79.0	9364.960913181305
97	0.0090629775	0.00022574511	0.009444828	0.008374432	49.9875	0.004273258	0.0022520716	0.03595579	-0.0035577975	392000	-9.536744e-10	5.174792e-07	-0.0047032423	-1.5317198e-07	0.2604723	0.004945202	0.02475	79.0	9376.491708040237
98	0.0083564175	0.00019751998	0.008713269	0.008018664	49.925	0.0039176075	0.0021255568	0.0353402	-0.0009758957	396000	4.768372e-10	4.5065417e-07	-0.004956288	-1.2188488e-07	0.25461784	0.009465743	0.0505	79.0	9387.514781236649
99	0.007652236	0.0003217294	0.008032438	0.005771557	50.07595	0.0034182435	0.0035576024	0.110309154	-0.025932018	400000	3.4570693e-09	9.20233e-06	-0.005571631	-1.5729174e-06	0.2701232	0.004121602	0.00825	79.0	9398.152787208557
100	0.0071032573	0.00021582267	0.0074315737	0.005832921	50.037975	0.0034407373	0.0022162092	0.03435351	-0.025891557	404000	7.152557e-09	2.1120572e-06	-0.008718938	-2.7278622e-07	0.25481457	0.0070482427	0.046	79.0	9409.653880119324
101	0.0065579787	0.00017848896	0.00683819	0.0057699317	50.0	0.0031180647	0.0018264225	0.03383512	-0.008850865	408000	9.775162e-09	9.2517087e-07	-0.0057615126	-1.1335368e-07	0.25250286	0.011303852	0.04	79.0	9421.242742061615
102	0.006066701	0.00013983442	0.0063144844	0.0058322665	49.9875	0.0028587847	0.001516686	0.005208388	-0.0014130622	412000	-7.033348e-09	1.775956e-07	-0.0047611147	-9.286547e-08	0.26733038	0.012072321	0.07725	79.0	9432.39628314972
103	0.005589542	0.00013023634	0.0058182124	0.005376785	49.95	0.0026279907	0.0013833918	0.0048250183	-0.0009630844	416000	4.3988226e-08	1.3590454e-07	-0.0034768963	-6.376408e-08	0.2875504	0.009722675	0.02825	79.0	9443.52120423317
104	0.005155557	0.000120810815	0.0053675855	0.004942005	49.9875	0.0024179358	0.0012684991	0.0044341832	-0.000905931	420000	4.768372e-10	1.0875283e-07	-0.002322926	-4.7442867e-08	0.2798268	0.0030407615	0.02475	79.0	9454.584856987
105	0.0047527305	0.00010809628	0.004947251	0.0045718593	49.975	0.0022292777	0.0011799734	0.0040926747	-0.00081149116	424000	2.026558e-08	9.621782e-08	-0.004763156	-4.046877e-08	0.28325284	0.0072255274	0.0485	79.0	9465.600551128387
106	0.0043797363	0.00010235192	0.0045657563	0.004197931	50.0	0.0020656115	0.0010748771	0.0037761927	-0.0007663518	428000	1.3351441e-08	8.379634e-08	-0.0028204173	-3.605791e-08	0.3061744	0.0069997883	0.056	79.0	9476.29312825203
107	0.004046534	9.289483e-05	0.0042166794	0.0038757462	50.0	0.0018886084	0.0010169855	0.0034760125	-0.00073362514	432000	-1.1444092e-08	8.030105e-08	-0.0027926504	-2.9853545e-08	0.3001274	0.0054660644	0.025	79.0	9487.612349033356
108	0.0037302047	8.969284e-05	0.0038837513	0.003490015	49.9875	0.0017284367	0.0010732214	0.0047454163	-0.018710531	436000	3.156066e-08	3.023841e-07	-0.0018197725	-2.2672509e-07	0.3039238	0.010061668	0.04325	79.0	9499.153903961182
109	0.003440231	7.85411e-05	0.0035818897	0.0032947436	50.0	0.0016159752	0.0008429903	0.0029947013	0.00021804869	440000	-2.4795533e-08	6.7416536e-08	-0.002315014	-2.109109e-08	0.29258737	0.009936388	0.14725	79.0	9510.258609056473
110	0.0031802144	7.42027e-05	0.003322438	0.0030392334	50.0	0.0014893138	0.0007903391	0.0027379952	7.0061535e-05	444000	2.002716e-08	6.049147e-08	-0.0022745337	-1.770158e-08	0.30331334	0.0067925686	0.04025	79.0	9521.390197992325
111	0.0029316756	7.261591e-05	0.0030586466	0.002704252	49.9875	0.0013865363	0.00087198935	0.031222306	-0.00039551407	448000	-6.6757204e-09	2.6883953e-07	-0.004266656	-2.1774952e-08	0.3005079	0.006479557	0.04825	79.0	9532.687932014465
112	0.0027060765	6.3297004e-05	0.0028142843	0.002594572	49.9875	0.0012650777	0.0008262727	0.030839648	-0.0017149188	452000	9.417534e-09	2.587154e-07	-0.0041907337	-1.541423e-08	0.28062892	0.008634517	0.06575	79.0	9544.136933088303
113	0.002495796	6.028435e-05	0.0026040263	0.002374166	49.9875	0.0011644443	0.0006263658	0.0021424592	-9.328127e-05	456000	6.9141386e-08	4.373316e-08	-0.0027156754	-1.066746e-08	0.28517586	0.006752915	0.05725	79.0	9555.284134149551
