Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
114	0.002298501	5.7031873e-05	0.002400571	0.0020950818	49.975	0.0010705829	0.0006583682	0.0035891943	-0.011528123	460000	1.1920929e-08	1.1508657e-07	-0.003141812	-6.464775e-08	0.29618406	0.0078637395	0.05225	79.0	9566.359832048416
115	0.0021188245	5.411141e-05	0.0022117917	0.0019123785	50.012657	0.00096319424	0.001018745	0.03037563	-0.012097657	464000	-7.629395e-09	7.8427627e-07	-0.0046900683	-2.5880638e-08	0.3024062	0.012140956	0.0765	79.0	13474.698175907135
116	0.0019565874	4.613934e-05	0.0020348371	0.0018295562	50.012657	0.00096191047	0.00083061063	0.030238274	-0.005558785	468000	7.7486035e-09	4.79213e-07	-0.0049917526	-3.3489044e-08	0.31496045	0.0066299983	0.049	79.0	13479.716418027878
117	0.0018097609	4.099391e-05	0.0018800043	0.0017406576	49.9875	0.0008354578	0.0004616308	0.0015445612	-0.000118557364	472000	-2.002716e-08	3.6484685e-08	-0.002466381	-7.065797e-09	0.29449287	0.0075106905	0.06025	79.0	13490.738661050797
118	0.0016673213	3.9451774e-05	0.0017362643	0.0015995982	50.0	0.00078480766	0.00043269564	0.0014883727	-8.739531e-05	476000	8.34465e-09	3.224442e-08	-0.003924455	-5.95586e-09	0.2880969	0.008525634	0.05275	79.0	13507.267920017242
119	0.0015404497	3.565684e-05	0.0016023315	0.0014791955	50.0	0.000720909	0.00040654888	0.0013936535	-0.00031309575	480000	-2.2649765e-08	3.1118812e-08	-0.0019011539	-4.8507545e-09	0.28075266	0.008018966	0.0395	79.0	13521.110394001007
120	0.0014172745	4.5504225e-05	0.0014772137	0.0011460305	50.050632	0.0006025179	0.001466506	0.029470913	-0.029571272	484000	-1.0490417e-08	2.0207337e-06	-0.0050907396	-1.595256e-07	0.28739277	0.006650718	0.049	79.0	13550.38425207138
121	0.0013117933	3.0437288e-05	0.001367103	0.001261034	49.9875	0.0006744331	0.00037217207	0.0012921169	-0.00048591942	488000	1.3411046e-09	5.922075e-08	-0.003017085	-3.213314e-08	0.29260364	0.004685087	0.0355	79.0	13555.397582054138
122	0.0012094143	2.8064487e-05	0.0012611033	0.0011610914	49.9875	0.00056989345	0.00033155852	0.0010747239	-0.0005938038	492000	2.3961068e-08	2.8512448e-08	-0.0023742015	-5.373998e-09	0.29586643	0.0063716616	0.0515	79.0	13565.50685095787
123	0.001115545	2.602588e-05	0.0011642505	0.0010705589	49.9875	0.0005218016	0.00031167993	0.001028195	-0.0006388873	496000	-7.152557e-09	2.535884e-08	-0.00336739	-2.9133922e-09	0.28957632	0.0070695626	0.06725	79.0	13581.21562409401
124	0.0010298764	2.4180823e-05	0.0010711468	0.0009797954	49.9625	0.00047704508	0.00030065945	0.0009705052	-0.0004857555	500000	-1.2397766e-08	2.6482045e-08	-0.0028698484	-2.7568845e-09	0.2847114	0.005792264	0.0375	79.0	13595.055907964706
125	0.00094936957	2.1761678e-05	0.0009890242	0.00091227505	49.9875	0.00044896663	0.00027573074	0.0009124726	-0.00063996017	504000	-2.5510788e-08	2.4172138e-08	-0.0050976994	-2.466983e-09	0.29891017	0.010825061	0.0605	79.0	18386.345227003098
126	0.0008749378	1.9908452e-05	0.0009116594	0.00084176287	49.925	0.00040902544	0.00026533313	0.00085245445	-0.0007186048	508000	-3.0994416e-09	2.4345518e-08	-0.0028411346	-2.0359998e-09	0.29219827	0.010019537	0.0775	79.0	18391.712529182434
127	0.0008068434	1.8965253e-05	0.0008401979	0.00077601447	49.9625	0.00038097132	0.00024568033	0.0007996112	-0.00069616735	512000	1.859665e-08	2.219765e-08	-0.004164094	-1.7115784e-09	0.30288407	0.018084744	0.102	79.0	18401.705765008926
128	0.0007429752	1.767545e-05	0.0007718943	0.0007084681	49.9875	0.00035358008	0.00022626253	0.00074963644	-0.00034738705	516000	-7.033348e-09	2.061085e-08	-0.0036150976	-1.4377424e-09	0.32317418	0.0065421513	0.0385	79.0	18414.562559843063
129	0.00068561255	1.5625606e-05	0.00071348104	0.0006594967	49.9875	0.00031930525	0.00022021207	0.000702437	-0.0005076565	520000	1.1771918e-08	2.0235596e-08	-0.0036303825	-1.0082779e-09	0.31883875	0.009721949	0.06875	79.0	18427.747085094452
130	0.0006314699	1.478509e-05	0.00066180923	0.0006067858	50.0	0.00029988337	0.00020400109	0.0006618425	-0.00040260702	524000	0.0	1.9311436e-08	-0.0016960549	-1.0025989e-09	0.34946072	0.007070257	0.08025	79.0	22822.4571621418
131	0.0005825289	1.3256724e-05	0.0006054949	0.0005602533	50.0	0.0002741043	0.00019571719	0.0006217025	-0.00030845776	528000	1.6689301e-09	1.8759062e-08	-0.0016910704	-7.589769e-10	0.35641438	0.006564692	0.02625	79.0	22827.94731616974
132	0.0005374831	1.2635404e-05	0.0005592501	0.0005159425	50.0	0.00025087374	0.0001875331	0.0005849935	-0.00022092089	532000	6.9141386e-09	1.8684581e-08	-0.0021904772	-6.0387784e-10	0.35287908	0.015325583	0.0705	79.0	22837.54644703865
133	0.0004960295	1.15762805e-05	0.0005166024	0.00047447972	50.0	0.00023130554	0.00018074046	0.0005520433	-0.0002347678	536000	-1.4781952e-08	1.801029e-08	-0.0036501354	-4.6580695e-10	0.36961317	0.01226469	0.06275	79.0	22850.271282196045
134	0.0004586738	1.0571068e-05	0.00047780425	0.00044094847	50.0	0.00021011871	0.00017908344	0.0005218759	-0.0004150197	540000	-3.0994414e-08	1.8642629e-08	-0.0026779003	-4.5803006e-10	0.36813748	0.012822177	0.05175	79.0	22862.94908094406
135	0.00042255706	9.8874e-06	0.00044167842	0.00040447456	50.0	0.00020052899	0.00016768953	0.00049445406	-0.0002748035	544000	2.5272369e-08	1.8180915e-08	-0.0034596408	-4.5953286e-10	0.39153424	0.008623711	0.04525	79.0	26247.136082172394
136	0.0003904914	9.152343e-06	0.0004059853	0.0003748052	50.0	0.00018000374	0.00016654491	0.00046708435	-0.00032082945	548000	-2.1457673e-08	1.8365947e-08	-0.00403006	-3.4134295e-10	0.3923999	0.0137614375	0.08475	79.0	26251.796185016632
137	0.0003601758	8.623691e-06	0.00037661518	0.00034445824	50.0	0.00016846471	0.00016027238	0.0004437752	-0.00050373	552000	-1.168251e-08	1.8115305e-08	-0.0029912733	-2.700702e-10	0.4002314	0.007154899	0.02325	79.0	26257.058887004852
138	0.0003327739	7.768161e-06	0.00034582338	0.0003180036	50.0	0.000154526	0.00015883219	0.00042273104	-0.00039564073	556000	-8.970499e-09	1.8119158e-08	-0.0043399255	-2.9130476e-10	0.3961734	0.010596672	0.044	79.0	26266.397658109665
139	0.00030703997	7.094771e-06	0.00031914708	0.00029533464	50.0	0.00014440784	0.0001544542	0.00040293857	-0.0005127378	560000	1.2874604e-08	1.8172404e-08	-0.004104638	-2.8437874e-10	0.38424465	0.019784138	0.096	79.0	26278.16410112381
140	0.00028338874	6.6904904e-06	0.00029489739	0.00027150518	50.0	0.00013210377	0.00015062265	0.00038267672	-0.00061006844	564000	-2.0503998e-08	1.7834044e-08	-0.0024950306	-2.0680346e-10	0.40846226	0.011283626	0.121	79.0	26291.633677005768
141	0.00026152935	6.1628934e-06	0.00027295784	0.00025079196	50.0	0.000122514	0.0001479753	0.00036663562	-0.0005012378	568000	-6.9141386e-09	1.7709608e-08	-0.0027394781	-1.946674e-10	0.41244268	0.007812658	0.07225	79.0	26304.53878712654
142	0.00024129059	5.620498e-06	0.0002516164	0.00023086769	50.0	0.000113277434	0.00014508297	0.00035079196	-0.0003863983	572000	1.4305114e-08	1.7606498e-08	-0.0016913626	-1.8148505e-10	0.4160892	0.0072888616	0.034	79.0	26317.769235134125
143	0.0002228253	5.1605953e-06	0.00023193628	0.00021446009	50.0	0.00010230711	0.00014349612	0.0003352575	-0.00039728358	576000	-2.0861625e-08	1.7530885e-08	-0.0020237109	-1.4149037e-10	0.40495783	0.0077919485	0.038	79.0	26330.472112178802
144	0.00020570851	4.759354e-06	0.0002138191	0.00019747876	50.0	9.4631374e-05	0.00014244042	0.0003222339	-0.00049440935	580000	5.00679e-08	1.7636761e-08	-0.0037254042	-1.5297807e-10	0.4018871	0.009299583	0.0335	79.0	26342.63282608986
145	0.0001898446	4.387897e-06	0.0001983747	0.00018179737	50.0	8.799819e-05	0.00014147906	0.00031000748	-0.00045427307	584000	-4.23193e-09	1.788865e-08	-0.0035714053	-1.5201174e-10	0.42402244	0.011310689	0.07175	79.0	26354.33592915535
146	0.00017529874	4.1159e-06	0.00018274653	0.00016819892	50.0	7.9909616e-05	0.00014026009	0.00029789656	-0.0004611984	588000	-1.2397766e-08	1.7539898e-08	-0.0021756112	-1.2372503e-10	0.4120089	0.0069965343	0.028	79.0	26366.216436862946
147	0.00016154588	3.732044e-06	0.00016822861	0.00015477912	50.0	7.700757e-05	0.00013658655	0.00028777495	-0.00043829903	592000	-2.0742416e-08	1.7196601e-08	-0.002460165	-1.271907e-10	0.42156574	0.010631729	0.04325	79.0	26377.406898021698
148	0.00014930152	3.4061593e-06	0.00015515748	0.00014336019	50.0	6.817095e-05	0.00013747836	0.00027938932	-0.0006578043	596000	-1.692772e-08	1.7313223e-08	-0.0019707351	-1.1092105e-10	0.4124291	0.0035413806	0.00825	79.0	26388.41436314583
149	0.0001379378	3.1869502e-06	0.00014415516	0.00013198155	50.0	6.2870335e-05	0.00013628199	0.0002695173	-0.00045244396	600000	-1.847744e-09	1.7196397e-08	-0.0022387714	-1.1135981e-10	0.4082206	0.0066006924	0.032	79.0	26399.378425121307
150	0.00012737018	2.9679002e-06	0.00013279071	0.00012249264	50.0	5.8779216e-05	0.00013565972	0.00026160106	-0.00048315898	604000	-2.4557114e-08	1.7276651e-08	-0.0022943788	-1.1243806e-10	0.40198776	0.008233215	0.12225	79.0	26410.06351518631
151	0.00011762141	2.646472e-06	0.00012255857	0.00011320367	50.0	5.301964e-05	0.00013544448	0.000253506	-0.0004664585	608000	7.510185e-09	1.7379918e-08	-0.002265053	-1.2638957e-10	0.39198932	0.008076888	0.02875	79.0	26421.0460190773
152	0.000108487766	2.4963786e-06	0.00011314024	0.00010449464	49.9875	5.1596748e-05	0.00013362528	0.00024721771	-0.0006156489	612000	4.887581e-09	1.7080435e-08	-0.0024847875	-1.1281287e-10	0.39699382	0.010599666	0.07925	79.0	26432.27327990532
153	9.986467e-05	2.3118266e-06	0.00010360731	9.575072e-05	50.0	4.886592e-05	0.00013155969	0.00024045631	-0.0004769452	616000	8.8214875e-09	1.6800353e-08	-0.0034396201	-1.2290435e-10	0.41179806	0.015233872	0.06825	79.0	26443.442130088806
154	9.214075e-05	2.120754e-06	9.573073e-05	8.8488756e-05	50.0	4.4377863e-05	0.00013163863	0.0002363734	-0.00048049167	620000	5.722046e-09	1.6798264e-08	-0.0037334177	4.92102e-06	0.41673797	0.010209151	0.04125	79.0	26454.499845981598
155	8.5105814e-05	1.957121e-06	8.853505e-05	8.161632e-05	50.0	0.00068301044	0.00013293949	0.0008465275	0.00013952702	624000	-1.5687942e-07	4.3075826e-07	-0.000308877	-4.0984347e-07	0.4234167	0.0118513275	0.08725	79.0	26465.543009996414
156	7.8406745e-05	1.8010244e-06	8.138952e-05	7.533034e-05	50.0	3.1480813e-05	0.00012959988	0.00021178275	-0.0004944727	628000	-5.722046e-09	1.6507556e-08	-0.0029415763	2.5451126e-09	0.40635583	0.010970352	0.0535	79.0	26481.01442193985
157	7.234227e-05	1.729491e-06	7.557542e-05	6.93042e-05	50.0	9.3410206e-05	0.00013018113	0.00027551502	-0.0004281476	632000	-6.198883e-09	2.0469948e-08	-0.0021759423	2.5692123e-07	0.40835547	0.0072776875	0.04975	79.0	26494.314341068268
158	6.680156e-05	1.5529699e-06	6.948338e-05	6.397854e-05	50.0	0.00033574202	0.0001282302	0.0004995428	-0.00027722493	636000	5.2928925e-08	1.09384075e-07	-0.00233406	-9.259305e-08	0.41336676	0.011987266	0.103	79.0	26506.362168073654
159	6.171062e-05	1.4242995e-06	6.4505526e-05	5.918085e-05	50.0	4.187835e-05	0.00012761733	0.00021693483	-0.00047614798	640000	1.9550324e-08	1.6255688e-08	-0.002099967	1.34141e-05	0.41114303	0.0095543815	0.03425	79.0	26517.858936071396
160	5.705474e-05	1.3203514e-06	5.9392307e-05	5.4694305e-05	50.0	0.004590784	0.00017264835	0.0047219284	0.0038826652	644000	-1.4305115e-07	2.0634327e-05	0.00037309979	-2.041408e-05	0.40927014	0.011117306	0.0665	79.0	26529.291233062744
161	5.2759373e-05	1.2145508e-06	5.498248e-05	5.080388e-05	49.9875	-8.4969026e-05	0.00012803833	7.9933554e-05	-0.0008948408	648000	-1.0609627e-08	2.7784981e-08	-0.0016104578	-1.1799173e-08	0.4333575	0.008592621	0.034	79.0	26540.797528982162
162	4.8650334e-05	1.130384e-06	5.064895e-05	4.6633886e-05	50.0	1.8965095e-05	0.00012580445	0.0001876913	-0.0004938282	652000	2.4437904e-08	1.5658827e-08	-0.002583716	4.6628024e-06	0.42316654	0.013196376	0.0605	79.0	26551.906764030457
163	4.4816472e-05	1.054859e-06	4.6663747e-05	4.3066833e-05	49.9875	-0.001276754	0.00014997843	0.00043560192	-0.0032972582	656000	8.848682e-08	1.7014053e-06	-0.0074731563	-1.6816226e-06	0.41099858	0.01691887	0.1185	79.0	26563.01596713066
164	4.1339965e-05	9.744283e-07	4.311617e-05	3.9686904e-05	50.0	-1.1931725e-05	0.00012407066	0.00015034154	-0.0005943291	660000	-1.7404556e-08	1.618799e-08	-0.0020742884	5.130456e-06	0.37993604	0.007823389	0.03825	79.0	26574.1137239933
165	3.8223243e-05	8.8575035e-07	3.9839553e-05	3.670296e-05	50.0	0.0028292856	0.0001398418	0.0029653758	0.0022954792	664000	-1.3446808e-07	7.838164e-06	-0.0048815086	-7.743332e-06	0.36349005	0.00936129	0.0505	79.0	26585.36906313896
166	3.5262336e-05	8.1928255e-07	3.672768e-05	3.374529e-05	50.0	9.083682e-05	0.0001229399	0.00024487823	-0.00041867048	668000	2.3126603e-08	2.074054e-08	-0.0017193025	-5.729005e-09	0.39001334	0.00755109	0.08025	79.0	26596.87064099312
167	3.255644e-05	7.447737e-07	3.3891043e-05	3.131173e-05	50.0	1.1293463e-05	0.00012291135	0.00017317384	-0.00049156696	672000	-1.4305114e-08	1.5036257e-08	-0.004981679	4.3294315e-07	0.40013477	0.011387504	0.091	79.0	26608.476164102554
168	3.0054256e-05	6.8965323e-07	3.129541e-05	2.8876724e-05	50.0	-0.00016331786	0.0001238091	-5.9977174e-06	-0.00066066533	676000	-6.2942505e-08	4.583608e-08	-0.003071485	-3.0928483e-08	0.39358857	0.0065774466	0.074	79.0	26619.98051595688
169	2.775987e-05	6.350907e-07	2.9000179e-05	2.6593818e-05	50.0	8.103475e-07	0.00012181442	0.0001590997	-0.0004956871	680000	-9.536744e-10	1.4882184e-08	-0.0036345443	7.0246937e-09	0.39342493	0.013206274	0.10975	79.0	26631.459279060364
170	2.5562218e-05	6.0642054e-07	2.661208e-05	2.4567857e-05	50.0	0.00011898409	0.00012050248	0.00027531758	-0.00037955865	684000	1.1205673e-08	2.603001e-08	-0.003595081	1.4132716e-07	0.3981919	0.0098536555	0.03875	79.0	26642.654582977295
171	2.363654e-05	5.5264053e-07	2.4642639e-05	2.2648974e-05	50.0	-0.0004742974	0.00012227413	-0.00031942502	-0.0009694733	688000	-1.001358e-07	2.4678113e-07	-0.008722137	-2.304568e-07	0.38866618	0.021347232	0.182	79.0	26654.191305160522
172	2.1795708e-05	5.070393e-07	2.2760809e-05	2.0881072e-05	50.0	7.640183e-06	0.00012009349	0.00016020983	-0.0004820004	692000	-3.6239623e-08	1.4385944e-08	-0.00355586	-1.1132073e-10	0.38399145	0.00985325	0.0795	79.0	26665.870541095734
173	2.0103853e-05	4.7048036e-07	2.08973e-05	1.9265342e-05	50.0	1.0236062e-05	0.00011936874	0.00016503036	-0.00047646463	696000	2.8610229e-08	1.4223642e-08	-0.0034713366	1.6376343e-06	0.3884832	0.007821686	0.03125	79.0	26678.074043035507
174	1.857464e-05	4.251996e-07	1.9344594e-05	1.7786988e-05	50.0	0.0022031746	0.00012542703	0.002327256	0.0016473159	700000	1.0371208e-07	4.777705e-06	-0.003531941	-4.7256626e-06	0.3949173	0.0050468645	0.0745	79.0	26691.030742883682
175	1.7150034e-05	3.9928565e-07	1.7878714e-05	1.6453881e-05	50.0	4.862365e-05	0.000118232965	0.00019326806	-0.0004657209	704000	1.7881393e-09	1.5660996e-08	-0.0019290588	-1.7702302e-09	0.39040658	0.01112656	0.02	79.0	26703.60287618637
176	1.5814247e-05	3.6632758e-07	1.6492208e-05	1.5194215e-05	50.0	1.0591649e-05	0.00011810917	0.00016202778	-0.00046814233	708000	-5.2452087e-09	1.3946544e-08	-0.0027286855	1.6673505e-06	0.38210884	0.009387815	0.0775	79.0	26716.191169023514
177	1.46153325e-05	3.4300618e-07	1.5200862e-05	1.4027971e-05	50.0	0.0011472723	0.00012024113	0.0012601689	0.0005664304	712000	-2.143383e-07	1.301036e-06	-0.0018925145	-1.2766064e-06	0.37276492	0.002265976	0.01975	79.0	26727.974252939224
178	1.350435e-05	3.1373597e-07	1.4100374e-05	1.2950037e-05	50.0	-5.6717918e-06	0.00011684331	0.00013976917	-0.0004797615	716000	4.1902066e-08	1.3764072e-08	-0.0023612245	4.5601567e-10	0.38085362	0.0074748625	0.09125	79.0	26739.046366214752
179	1.2450628e-05	2.887367e-07	1.2981209e-05	1.19488495e-05	50.0	-2.5365785e-05	0.00011673674	0.00012439862	-0.000494685	720000	-8.523465e-09	1.4542751e-08	-0.0031898865	1.1386447e-10	0.3907281	0.011040626	0.0295	79.0	26750.15603017807
180	1.1498045e-05	2.667353e-07	1.1984521e-05	1.1040372e-05	50.0	0.00041400694	0.000116990006	0.0005485825	-0.00017129257	724000	-3.8266183e-08	1.7901117e-07	-0.0027600846	-1.6434909e-07	0.3767099	0.013725822	0.13725	79.0	26761.650992155075
181	1.0601599e-05	2.4384966e-07	1.104299e-05	1.0190027e-05	50.0	9.431295e-06	0.000115019044	0.00015221536	-0.00045512617	728000	1.1920929e-09	1.3245959e-08	-0.0032538078	-1.1710455e-10	0.3665457	0.014915898	0.14725	79.0	26773.133823156357
182	9.77737e-06	2.2318386e-07	1.017974e-05	9.3873e-06	50.0	2.3768544e-06	0.00011507018	0.00014962256	-0.00047554076	732000	6.6757204e-09	1.3235683e-08	-0.0012253072	1.432609e-06	0.36987627	0.00784813	0.04725	79.0	26783.904696941376
183	9.032018e-06	2.1315991e-07	9.418532e-06	8.67822e-06	50.0	0.0016803374	0.00012019249	0.0017836206	0.0010497682	736000	-4.553795e-08	2.7916776e-06	-0.0031074868	-2.755566e-06	0.38178024	0.009757938	0.0415	79.0	26790.256255865097
184	8.343249e-06	1.9180914e-07	8.676787e-06	8.024166e-06	50.0	-7.611744e-06	0.000113837836	0.00013002381	-0.00046378747	740000	-5.00679e-09	1.30788305e-08	0.0080158375	-2.1607782e-10	0.36587605	0.16859372	0.16125	8.0	26794.565482854843
185	7.698968e-06	1.8039566e-07	8.0059845e-06	7.37397e-06	50.0	1.3099461e-06	0.00011343032	0.00014559925	-0.00045017898	744000	1.7166137e-08	1.2862678e-08	-0.004080195	5.674821e-06	0.31052944	0.01318563	0.09475	79.0	26799.572031974792
186	7.101793e-06	1.6450831e-07	7.3853294e-06	6.8079507e-06	50.0	0.0009965099	0.000116867486	0.0011346973	0.00010016933	748000	-1.1968612e-07	9.889617e-07	-0.00016265178	-9.616167e-07	0.3168226	0.004597189	0.01575	79.0	26804.819241285324
187	6.5644767e-06	1.5201678e-07	6.8519566e-06	6.30151e-06	50.0	-2.8611757e-05	0.000112975795	0.00010598451	-0.00047614425	752000	2.4020672e-08	1.3734093e-08	-0.00552899	-1.0889298e-09	0.305027	0.09740617	0.0885	79.0	26809.810767173767
188	6.053267e-06	1.436106e-07	6.3332136e-06	5.781071e-06	50.0	2.723336e-07	0.00011353099	0.00014225394	-0.0006176159	756000	-2.2411346e-08	1.2887744e-08	-0.0064368793	4.1710044e-07	0.31057417	0.15479746	0.26425	28.0	26813.985980033875
